appid,name,developer,publisher,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,competitive,avgNumberOfPlayersLast30Days,userPercentage
618650,Pixel Gear,Geronimo Interactive,Geronimo Interactive,"0 .. 20,000",0,0,0,0,0,1199,No,0,0.0
2822270,VR # AVOID,s0trax994,s0trax994,"20,000 .. 50,000",0,0,0,0,0,499,No,0,0.0
490250,Locomancer,Eric Lipschutz,Eric Lipschutz,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1124070,Tower VR,POLYART STUDIO,POLYART STUDIO,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
520470,Music Inside: A VR Rhythm Game,RR GAMES PTE LTD,RR GAMES PTE LTD,"20,000 .. 50,000",0,0,0,0,0,999,No,0,0.0
1510390,Wind Wind,ELIOT,ELIOT,"20,000 .. 50,000",0,0,0,0,0,1999,No,0,0.0
646890,Distant Nightmare - Virtual reality,FoV,FoV,"20,000 .. 50,000",0,0,0,0,0,199,No,0,0.0
2739340,HexWind,Charm Games,Charm Games,"20,000 .. 50,000",0,0,0,0,0,1199,No,0,0.0
1565060,Revenants: Spirit & Mind,LuminEye Limited,LuminEye Limited,"50,000 .. 100,000",0,0,0,0,0,1299,No,0,0.0
778270,Tombo Breaker VR,CentVire,CentVire,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1170350,Pirate Popper VR,Jellybean Game Studios,Jellybean Game Studios,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
506570,Going Up,Conrad Nelson,Conrad Nelson,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
761990,Rockochet,PixPan Studios,PixPan Studios,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
835720,2260 VR,珠海心游科技股份有限公司,珠海心游科技股份有限公司,"0 .. 20,000",0,0,0,0,0,3900,Yes,0,0.0
357730,VR Karts,Viewpoint Games,Viewpoint Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
636220,CubeWorks,TinMoon Studios,TinMoon Studios,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
794040,The Broken Seal: Arena,XAREA,XAREA,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
2342070,Escape Room: Bank Robbery Gone Wrong,Vasil4N,Vasil4N,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
949390,Puppet Blaster,Mad Gnolas,self published,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1646650,VR Another World,kan.kikuchi,kan.kikuchi,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
573270,Alcatraz: VR Escape Room,OriginsVR,OriginsVR,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
490170,Mind OVR Matter,Joe Chatfield,Joe Chatfield,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
600150,Warpaint,Adam Thompson,LADDER,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
652830,Lost Legends: The Pharaoh's Tomb,Escape VR LLC,Escape VR LLC,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1298040,SpellCaster,SpellCaster,SpellCaster,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1794860,Zombie Crush VR,RaveGameDev,RaveGameDev,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
1156290,HOME: Our Journey,Kavan Bahrami,Conscious Creatures,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
691090,Fates Call: A New Beginning,Luthor Studios,Luthor Studios,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
757670,Blitz Freak,ActEvolve Inc.,ActEvolve Inc.,"0 .. 20,000",0,0,0,0,0,899,No,0,0.0
822510,Struggle For Survival VR : Battle Royale,Neuron Studio,Top Power,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1016980,Pirates of the Asteroid Belt VR,Garden Horse Studio,Garden Horse Studio,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1259480,Pteranodon's Flight: The Flying Dinosaur Game,VictoryXR,VictoryXR,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1296370,ThinkFast,TwoKey Studios,TwoKey Studios,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
551750,Survival VR,Newsight Games,Newsight Games,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
665200,imos VR LOFT,"imos AG, MOS Consult",imos AG,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1426970,Boom!VR,Insert No Coin,C42,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1461400,Kris Kringle's Christmas Village VR,LunaBeat,LunaBeat,"0 .. 20,000",0,0,0,0,0,239,No,0,0.0
334410,JUMP,Endeavor One Inc.,Endeavor One Inc.,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
789670,UNHALLOWED: THE CABIN,"Tom Adams, Craig Burgess",TREEFORT VR,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1091580,GameDevVR,Frederik Handberg,Fups,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
798200,Tomb Exploration VR,Epotech,Epotech,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
465450,iOMoon,Headtrip Games llc,Headtrip Games llc,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
575420,Chocolate,Gentle Manhands,Viacom NEXT,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
832420,ICED VR,AneaGames,AneaGames,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
625320,No Clue VR,Elknight,Elknight,"0 .. 20,000",7,0,7,0,0,1999,No,0,0.0
1403520,Forest Farm,Nic Schubert,Tonic Games Australia,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1104620,The Lost VR,TOMATOVR,TOMATOVR,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
972290,FlyingMetalSuit,Wirtuel,Wirtuel,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
1960870,Hypnosis Reveries,Jessien,Jes Studio,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
711440,Mortars VR,Growl Interactive,Growl Interactive,"20,000 .. 50,000",13,0,13,0,0,99,No,0,0.0
1098150,Trickster VR: Horde Attack!,Trickster Games,Trickster Games,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
612790,INFINITI VR,The Pulse,The Pulse,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
1801560,Electronic Universe,Midi Creations,Midi Creations,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
386290,Kumoon : Ballistic Physics Puzzle,Lucky You Studio,Lucky You Studio,"20,000 .. 50,000",0,0,0,0,0,299,No,0,0.0
1424930,Connect Chat,DMM VR lab,DMM.com LLC,"20,000 .. 50,000",0,0,0,0,0,0,No,0,0.0
826460,The Road to Hades,AUTOSAVE,AUTOSAVE,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1087970,Nevrosa: Spider Song,GexagonVR,GexagonVR,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
773930,Coaster,Monster Paw,Binarie,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
532260,Top Floor,SmartVR Studio,SmartVR Studio,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1262530,Fire Protection Training Simulator,"Patrick Kelley, CIT","Kelley Integrity Safety Solutions, LLC","0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1172060,Rest In Pieces,Storming Tech,Storming Tech,"0 .. 20,000",0,0,0,0,0,1399,No,0,0.0
1909820,ALTAIR BREAKER,"Thirdverse, Co., Ltd.","Thirdverse, Co., Ltd.","0 .. 20,000",0,0,0,0,0,2499,No,0,0.0
673840,VR Formula,SAT-BOX,SAT-BOX,"0 .. 20,000",0,0,0,0,0,259,No,0,0.0
629970,Beast Pets,"Beast, Inc.","Beast, Inc.","0 .. 20,000",0,0,0,0,0,999,No,0,0.0
576790,Mesh Maker VR,CreateThis.com,CreateThis.com,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1053850,Last Hope Z - VR,Renderise,Renderise,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
953610,HOT GIRLS VR,tomimar,tomimar,"0 .. 20,000",0,0,0,0,0,1199,No,0,0.0
1137170,NEKROTRONIC VR,"Spectre Studios, Guerilla Films",Roache-Turner Films,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1406750,Virtual Ricochet,Blind Mystics,Blind Mystics,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
643950,A Handful of Keflings,NinjaBee,NinjaBee,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
879200,KIN,House of Secrets,House of Secrets,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
687730,My Way VR,Destinations VR,Destinations VR,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
657450,Claybreaker - VR Clay Shooting,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1327920,Maestro VR,Symphonic Games,Symphonic Games,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
1728430,I wanna go home,Super Duck,Super Duck,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
2196950,Load Slinging VR Training,GVR Training Computer Software,GVR Training Computer Software,"0 .. 20,000",0,0,0,0,0,19999,No,0,0.0
1331870,Real Kart,Aglobex,Aglobex,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
544530,Escape Bloody Mary,Well Told Entertainment,Well Told Entertainment,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
1563320,Sleep Tight,Bearfoxbear,Bearfoxbear,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
340840,The Corridor: On Behalf Of The Dead,Desktop Daydreams Studios,Desktop Daydreams Studios,"500,000 .. 1,000,000",0,0,0,0,0,599,No,0,0.0
1134030,The Paperman,Proto1Studios,Proto1Studios,"50,000 .. 100,000",0,0,0,0,1,0,No,0,0.0
2086440,Motorcycle Racing VR,Mr Torrance Games,Mr Torrance Games,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
520120,Vanguard V,ZeroTransform,ZeroTransform,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
556540,Pyramid VR,"Christopher Meyer, Alvaro Urrutia Luna",Notso Entertaining Productions,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
640250,Kitty Hawk,idsibidsi games,"Intelligent Decision Systems, Inc.","0 .. 20,000",0,0,0,0,0,99,No,0,0.0
674160,Slasher VR,Listener Online II Inc,Listener Online II Inc,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1998310,Max Twist,Black Sun Games Inc.,Black Sun Games Inc.,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
1125360,Fantasy Little Jobs,Cubenary,Cubenary,"0 .. 20,000",0,0,0,0,0,899,No,0,0.0
776390,Outbreak in Space VR - Free,Soyhan Yazgan,Soyhan Yazgan,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
714270,imos LOFT,"imos AG, MOS Consult",imos AG,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1026210,BAD BILLY 2D VR,Indiecode Games,Indiecode Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1088010,WW2 Zombie Range VR,Monkey Reality Games,Extreme Games,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1976120,The Great Ocean,Actrio Studio,Actrio Studio,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
897690,Ding Dong VR,Adamvision Studios,Adamvision Studios,"0 .. 20,000",0,0,0,0,0,74,No,0,0.0
1139310,Ven VR Adventure,Monologic Games,Monologic Games,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
2004370,Sinner 97,Bubblegum Home Entertainment,Bubblegum Home Entertainment,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1902820,Virtual AI - Lily,Shiba Neko,Shiba Neko,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1596810,ArtPuzzle VR,ART2.team,ART2.team,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
495300,TrumPiñata,KittyPup Productions,JH Dinsdale LTD,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
539190,CuVRball,Hypergolic Games,Hypergolic Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
751400,The Turdler,BucketShop Games,BucketShop Games,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
897100,Escape Black Orion VR,Pulse Studio LLC,Pulse Studio LLC,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
2135740,Moto Trophy VR,Evvacon,Evvacon,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
621780,Virtually Impossible,Growl Interactive,Growl Interactive,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
951800,Softspace,Softspace Inc.,Softspace Inc.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1050500,Feed  A Titanosaur,Immotion Studios Ltd,Immotion Studios Ltd,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
1067460,The Tower,Immotion Studio Ltd,Immotion Studio Ltd,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
777250,The Tavern of Magic,Gnamics Ltd.,Gnamics Ltd.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
520210,DreamDesk VR,We AR VR,We AR VR,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
2361840,Cyber Puncake,Off Lab,Off Lab,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
639280,Lander 8009 VR,Ivanovich Games,Ivanovich Games,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1947930,Recreation Room,Heptamind,Heptamind,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1795820,OctoRaid VR,BLENS,BLENS,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
583500,Galaxis Wars,Clear Ink Studios,Clear Ink Studios,"0 .. 20,000",0,0,0,0,0,1199,No,0,0.0
1873740,Peace Maker VR,TSGames,TSGames,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
1849070,WHMIS 2015 VR,"4th Foundation, NeoXReality Inc",4th Foundation,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
910530,The Eerie Inn VR,Historajzer,Historajzer,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
503690,Starship Disco,"Solus Games, Inc.","Solus Games, Inc.","0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1897400,Master Show VR,Bunker Surfer,Aaron CB,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
898440,Turing Tumble VR,Dreamflake,Dreamflake,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
939740,Qian-Shan Village / 殭屍山莊,The Barking Dog Entertainment,The Barking Dog Entertainment,"0 .. 20,000",0,0,0,0,0,1899,No,0,0.0
831150,Conveyor VR,Updraft Studios,Updraft Studios,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1050560,TAG WAR VR,WOWWOW,WOWWOW,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
587560,Oodlescape - The Apocalypse,Oodlescube,Oodlescube,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
1273060,Aliens Love Beefs,Blob Lab,Blob Lab,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
791380,Way Out,"Shenzhen Simeng Technology Co., Ltd.","Shenzhen Simeng Technology Co., Ltd.","0 .. 20,000",0,0,0,0,0,99,No,0,0.0
680350,Hurl VR,SneakyBox,SneakyBox,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1281700,House of Fear,ARVI VR INC.,ARVI VR INC.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1126950,Extreme Tactical Executioners,Baby Rage,Baby Rage,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
728620,RibbonChase,Captain,Captain,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
765290,Alien Food Frenzy,AFF Dev Team,Remley Worldwide Productions LLC,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1064920,VR Party Pack,Jaz Marshall-Porter,Stack Interactive,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
413750,Turtle VR,Gnometech Inc.,Gnometech Inc.,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
500920,House of Alice,Cuddles and Snowflake,Cuddles and Snowflake,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
527300,DOPAMINE,Synamon Inc.,Synamon Inc.,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
676170,Ungrounded: Ripple Unleashed VR,"Joie Liba, William Wu",Joie Liba,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
832530,VR GAME-Brick of War 魔块战争,ZBO,ZBO,"0 .. 20,000",0,0,0,0,0,300,No,0,0.0
879920,Trakker,GalactaVision,GalactaVision,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
1183660,Snowman,XOCUS,XOCUS,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1594440,Give the People What They Want,Starlight Vintage Studios,Starlight Vintage Studios,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
597670,Exterminator,"PRIME WORKS Co.,Ltd.","PRIME WORKS Co.,Ltd.","0 .. 20,000",0,0,0,0,0,299,No,0,0.0
706570,The Seven Stages,Weston Bell-Geddes,Weston Bell-Geddes,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
790780,Yozakura Wizard VR,ProntiatVR,ProntiatVR,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
865170,Heavenly Duels,Vast Reality,Vast Reality,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
892900,Emoto,"Guangzhou little lamb Animation Technology Co., Ltd.","Guangzhou little lamb Animation Technology Co., Ltd.","0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1134500,Follow the White Rabbit VR (화이트래빗),Dexter Studios,Dexter Studios,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1091350,Valley Run,Alliance4devs,Alliance4devs,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
746340,HeadSquare - Multiplayer VR Ball Game,Made In Holo,Made In Point,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
395880,Sky Tower,Animootor,Animootor,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
431570,Breakroom,MURE VR,Dark Snow Studios,"0 .. 20,000",1,0,1,0,0,799,No,0,0.0
496000,BowMage,Fusion Labz Corp.,Fusion Labz Corp.,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2190500,VR Painting: Time,Joshua N Stanton,Joshua N Stanton,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
552150,Willie's Haunted Hayride,"John Palmer, Jacob Vestergaard","John Palmer, Jacob Vestergaard","0 .. 20,000",0,0,0,0,0,99,No,0,0.0
548740,Warpin: Creation (VR),Matthew Finitz,"Matthew Finitz, Rebel Phoenix Games","0 .. 20,000",0,0,0,0,0,999,No,0,0.0
555130,Sonic Hunter VR,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","0 .. 20,000",0,0,0,0,0,299,No,0,0.0
693500,Castle Demolition VR,Tall James Games,Tall James Games,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1004180,Boundary VR,"Dalian Wei Lan Technology Co., Ltd., 大连未蓝科技有限公司","Dalian Wei Lan Technology Co., Ltd., 大连未蓝科技有限公司","0 .. 20,000",0,0,0,0,0,799,No,0,0.0
1087770,Card Throw VR,Alpaca Games,Alpaca Games,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1730690,Anxiety Treatment with Relaxation,NewAdultReality,NewAdultReality,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2237770,Mummy Rumble VR,MummyRumbleVR,MummyRumbleVR,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
465010,Quantized,"Chris Mahoney, Kenny Bier",Abstractron,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
557960,Beach Bowling Dream VR,"Lucid Dreams VR, LLC","Lucid Dreams VR, LLC","0 .. 20,000",0,0,0,0,0,99,No,0,0.0
538410,Chicken Chase,Kalan Ray,VKTRY Creative Studios,"0 .. 20,000",4,0,4,0,0,299,No,0,0.0
828480,MinigolfPark VR,HappyFields,HappyFields,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
560340,Tower Ascent,"KitTheNinja, Ate134, FFTG - Nate, Kanestapler",KitTheNinja,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
508680,Domino VR,woutwoot,woutwoot,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
863170,Muerte's Arena,Rodrigo Reyes,Rodrigo Reyes,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
972480,Dog In A Box,Stack Interactive,Stack Interactive,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
509340,Abandoned Hospital VR,munsunghyun,munsunghyun,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
1034440,Roach Killer,Highlight Visual Effects Development,Highlight Visual Effects Development,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1237670,Anti Air,PostBeta,PostBeta,"0 .. 20,000",0,0,0,0,0,1299,Yes,0,0.0
626760,VRtender,Further Beyond Studios,Further Beyond Studios,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
729050,Big Bang Billiards,Octopus Interactive VR,Octopus Interactive VR,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
844820,Ocean Wonder VR,Game Hollywood,Game Hollywood,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
664560,DreamTank,Studio229,Studio229,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
748600,Meme Dragons,Sky Nite,Sky Nite,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
718530,The Survival Test VR: Defend To Death,QguGame,QguGame,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
725950,Zombie Nightmare,MOERS INC,MOERS INC,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
895940,Atlantic Edge,Art of The Rush,Rush Games,"0 .. 20,000",0,0,0,0,0,399,No,0,0.0
1064160,Holoception,Holonautic,Holonautic,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
623050,CyberClub-2077,Dalian Magical Storm Network Technology Co. Ltd.,Dalian Magical Storm Network Technology Co. Ltd.,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
943230,Thrill Rollercoasters,Gooners Game,Gooners Game,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1335440,Tyrgard Archer VR,Actura Studios,Actura Studios,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
511690,Duck Force,Andreas Aust,Andreas Aust,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1350010,Dinosaur Hunting Patrol 3D Jurassic VR,Vicente Rosell Roig,Vicente Rosell Roig,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
2590670,Falling Down XR,EvilRadish,EvilRadish,"0 .. 20,000",0,0,0,0,0,899,No,0,0.0
1021890,Hero Swing VR,Cubicle Interactive,Cubicle Interactive,"0 .. 20,000",0,0,0,0,0,1299,No,0,0.0
2237270,FireKrackers,Bankai Software,Bankai Software,"0 .. 20,000",0,0,0,0,0,99,No,0,0.0
1061220,Discontinue,"PostBeta, Blue Knight Games",PostBeta,"0 .. 20,000",0,0,0,0,0,799,Yes,0,0.0
2083830,VRealistic Fight: Aim For The Chest,Emmvol,Emmvol,"0 .. 20,000",0,0,0,0,0,1399,No,0,0.0
1087600,FINAL ARCHER VR,TOMATOVR,TOMATOVR,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
1063280,Combat Helicopter- Surgical Strike,Harsh Bakshi,Skrots Game Studios,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1689140,Altarays,Dreamtech5,Dreamtech5,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1064080,Rhythm Defender,Gameplay Studio VR,Gameplay Studio VR,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
808210,The Villa: Allison's Diary,KR Games,Star Consult S.r.l.,"0 .. 20,000",0,0,0,0,0,599,No,0,0.0
903620,Everyday Baseball VR,WISECAT,WISECAT,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1576860,Last Dance,"Kodansha, Kodansha VR Lab",KOMODO,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1076410,VRRCC,Vice Age,Vice Age,"0 .. 20,000",0,0,0,0,0,239,No,0,0.0
1002910,Twisty Puzzle Simulator,VizionEck LLC,VizionEck LLC,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
512110,Cosmos Crash VR,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","0 .. 20,000",0,0,0,0,0,399,No,0,0.0
651120,Diesel Express VR,Lazylab Games,Lazylab Games,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
431370,Diorama No.3 : The Marchland,The Shoebox Diorama (Daniel Ernst),The Shoebox Diorama,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1255680,Hand Cannon Virtuoso,Tadatoto,Tadatoto,"0 .. 20,000",0,0,0,0,0,1699,No,0,0.0
1488220,VR Brewing Simulator,Eirtep,Eirtep,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
700940,TangramsVR,Kristin Dragos,"Beazle Bee, LLC","0 .. 20,000",0,0,0,0,0,399,No,0,0.0
633490,MovingPictures: VR Video and Image Viewer,Aaron Kunkle,Aaron Kunkle,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1080370,Dive with Sylvia VR,Cascade Game Foundry SPC,Cascade Game Foundry SPC,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
2879520,Shoot The Barrel - BING BANG BOOM,Shoot The Barrel,Shoot The Barrel,"0 .. 20,000",0,0,0,0,0,1499,No,0,0.0
1862790,Siienaa,Snefru,Snefru,"0 .. 20,000",0,0,0,0,0,699,No,0,0.0
3017530,Cube Jumper VR,Pixart Games,Pixart Games,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1981840,Escaping Darkness,Real Virtuality Games,Real Virtuality Games,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1373820,MindWorks,Esoteric Softworks,Esoteric Softworks,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
2569830,Vaccine Rebirth VR,Rainy Night Creations,Rainy Night Creations,"0 .. 20,000",0,0,0,0,0,199,No,0,0.0
1049090,Virtual Arctic Expedition,Green Hill Studio,Green Hill Studio,"0 .. 20,000",0,0,0,0,0,299,No,0,0.0
1010930,Aztec Tower,Paul Schwörer,Paul Schwörer,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
1486540,VR Skydiving,William at Oxford,William at Oxford,"0 .. 20,000",0,0,0,0,0,269,No,0,0.0
544880,Limelight VR,Virtual Neuroscience Lab,Virtual Neuroscience Lab,"0 .. 20,000",0,0,0,0,0,799,No,0,0.0
2252530,VRIKING,Tom Reason,SHADA GAMES,"0 .. 20,000",0,0,0,0,0,79,No,0,0.0
1414060,Lone Archer,Matthew Davis,Matthew Davis,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
1188990,WREST,Shaftesbury Lucid Inc,Shaftesbury Sales Company Inc,"0 .. 20,000",0,0,0,0,0,1999,No,0,0.0
1030730,VIP Shuttle,"Eliser Wiedemann, Sascha Rushing",Phaenom GmbH,"0 .. 20,000",0,0,0,0,0,0,No,0,0.0
939230,BARDO,Apache,Apache,"0 .. 20,000",0,0,0,0,0,999,No,0,0.0
1233610,Tactical Warfare Simulator,Hollow World Games llc,Hollow World Games llc,"0 .. 20,000",0,0,0,0,0,2999,No,0,0.0
592360,Violet's Dream VR,华夏动漫,华夏动漫,"0 .. 20,000",0,0,0,0,0,499,No,0,0.0
